"","Plant Number","State","Plant Name","FIPS State Code","FIPS County Code","Latitude","Longitude","Centroid","Generators","Combustion Status","Capacity Factor","Nameplate Capacity","Annual Heat Input","Annual Net Generation","Annual NOx Emissions","Annual SO2 Emissions","Annual CO2 Emissions","Annual CH4 Emissions","Annual N20 Emissions","Annual Hg Emissions","Annual NOx Output Emission Rate","Ozone Season NOx Output Emission Rate","Annual SO2 Output Emission Rate","Annual CO2 Output Emission Rate","Annual CH4 Output Emission Rate","Annual N2O Output Emission Rate","Annual CO2 Equivalent Emission Rate","Annual Hg Output Emission Rate","Annual NOx Output Emission Rate","Ozone Season NOx Input Emission Rate","Annual SO2 Input Emission Rate","Annual CO2 Input Emission Rate","Annual NOx Combustion Output Emission Rate","Ozone Season NOx Combustion Output Emission Rate","Annual SO2 Combustion Output Emission Rate","Annual CO2 Combustion Output Emission Rate","Annual CH4 Combustion Output Emission Rate","Annual N2O Combustion Output Emission Rate","Unadjusted Annual NOx Emissions","Unadjusted Ozone Season NOx Emissions","Unadjusted Annual SO2 Emissions","Unadjusted Annual CO2 Emissions","Unadjusted Annual CH4 Emissions","Unadjusted Annual N2O Emissions","Unadjusted Annual Heat Input","Nomial Heat Rate","Annual Coal Net Generation","Annual Oil Net Generation","Annual Gas Net Generation","Annual Nuclear Net Generation","Annual Hydro Net Generation","Annual Biomass Net Generation","Annual Wind Net Generation","Annual Solar Net Generation","Annual Geothermal Net Generation","Annual Other Fossil Net Generation","Annual Unknown Net Generation","Plant Annual Nonrenewable Net Generation","NewFIPS","Height","Diameter","Velocity"
"6139",6139,"TN","Kingston",47,145,35.8992,-84.5194,0,9,1,0.2645,"1,700.00","46,669,691.40","3,939,364.00","1,429.90","2,266.22","4,859,634.40","108,553.70","162,830.60",-99,"0.726","0.688","1.1506","2,467.22","27.56","41.33","2,480.61",-99,0.0613,0.059,0.0971,208.26,"0.726","0.688","1.1506","2,467.22","27.56","41.33","1,429.90","881.13","2,266.22","4,859,634.40","108,553.70","162,830.60","46,669,691.40","11,847.01","3,935,358.50","4,005.50","0","0","0","0","0","0","0","0","0","3,939,364.00",47145,8.7057,0.7341,11.92
"6168",6168,"TN","West Camden",47,5,36.0311,-88.1028,0,3,1,0.7516,"4.8","315,144.00","31,605.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","85.4","37.8","1.06","18,087.10","733","73.4","315,144.00","9,971.33","0","0","0","0","0","31,605.00","0","0","0","0","0","0",47005,9.7536,0.6401,7.711
"6175",6175,"TX","Air Products Port Arthur",48,439,29.8665,-93.9652,0,5,1,0.6453,"172.1","9,926,458.80","972,777.00","395.02","17.3","589,917.30","23,088.90","4,418.60",-99,"0.8122","0.7978","0.0356","1,212.85","23.74","4.54","1,214.76",-99,0.0796,0.0786,0.0035,118.86,"0.8122","0.7978","0.0356","1,212.85","23.74","4.54","506.08","219.62","22.16","755,771.40","29,580.40","5,660.80","12,717,265.00","10,204.25","0","7,861.50","964,915.50","0","0","0","0","0","0","0","0","972,777.00",48439,7.681,0.6096,2.012
"6206",6206,"TX","Brandon Station",48,303,33.5853,-101.8861,0,1,1,0.5021,"21","785,128.00","92,368.00","36.12","1.29","45,886.00","1,826.20","182.9",-99,"0.782","0.782","0.0279","993.55","19.77","1.98","994.58",-99,0.092,0.092,0.0033,116.89,"0.782","0.782","0.0279","993.55","19.77","1.98","42.89","21.48","1.53","54,495.40","2,168.90","217.3","932,439.00","8,500.00","0","0","92,368.00","0","0","0","0","0","0","0","0","92,368.00",48303,33.833,3.9929,12.19
"6238",6238,"TX","Colorado Bend Energy Center",48,481,29.2878,-96.0683,0,6,1,0.3231,"580.1","13,962,130.80","1,642,080.00","132.74","4.19","829,752.40","32,475.90","3,253.20",-99,"0.1617","0.1597","0.0051","1,010.61","19.78","1.98","1,011.64",-99,0.019,0.019,6e-04,118.86,"0.1617","0.1597","0.0051","1,010.61","19.78","1.98","132.74","70.47","4.19","829,752.40","32,475.90","3,253.20","13,962,130.80","8,502.71","0","0","1,642,080.00","0","0","0","0","0","0","0","0","1,642,080.00",48481,6.096,0.762,9.754
"6304",6304,"TX","Goat Wind LP",48,431,31.9019,-100.898,0,2,0,0.325,"149.6","0","425,967.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","425,967.00","0","0","0","0","0",48431,8.8392,0.4979,8.473
"6437",6437,"TX","Plant X",48,279,34.1661,-102.4114,0,4,1,0.4063,"434.4","17,745,182.40","1,546,095.00","1,340.67","5.38","1,054,756.90","41,275.30","4,134.60",-99,"1.7343","1.8344","0.007","1,364.41","26.7","2.67","1,365.80",-99,0.1511,0.1585,6e-04,118.88,"1.7343","1.8344","0.007","1,364.41","26.7","2.67","1,340.67","693.68","5.38","1,054,756.90","41,275.30","4,134.60","17,745,182.40","11,477.42","0","238.6","1,545,856.40","0","0","0","0","0","0","0","0","1,546,095.00",48279,9.7536,0.5486,5.913
"6525",6525,"TX","Thomas C Ferguson",48,299,30.558,-98.3705,0,4,1,0.0658,"446","2,930,868.20","257,246.00","158.32","0.88","171,139.40","6,817.20","682.9",-99,"1.2309","1.2642","0.0068","1,330.55","26.5","2.65","1,331.93",-99,0.108,0.1059,6e-04,116.78,"1.2309","1.2642","0.0068","1,330.55","26.5","2.65","158.32","106.29","0.88","171,139.40","6,817.20","682.9","2,930,868.20","11,393.25","0","0","257,246.00","0","0","0","0","0","0","0","0","257,246.00",48299,7.681,0.6096,2.012
"6586",6586,"UT","Causey",49,57,41.2972,-111.5888,0,2,0,0.1541,"2.1","0","2,835.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","2,835.00","0","0","0","0","0","0","0",49057,10.272,1.0058,12.145
"6650",6650,"VA","Amelia",51,7,37.3097,-78.0589,0,48,1,0.2384,"14.4","331,782.00","30,069.00","14.17","1.94","1,706.40","146.1","29.2",-99,"0.9426","1.4782","0.1288","113.5","4.86","0.97","113.9",-99,0.0854,0.134,0.0117,10.29,"0.9426","1.4782","0.1288","113.5","4.86","0.97","56.29","28.18","3.03","19,547.10","869.1","101.6","331,782.00","11,034.02","0","1,897.10","0","0","0","28,171.90","0","0","0","0","0","1,897.10",51007,15.24,0.6096,15.24
"6705",6705,"VA","Gravel Neck",51,181,37.1575,-76.6911,0,6,1,0.0194,"407.7","911,421.90","69,424.00","60.13","2.62","54,278.30","2,120.00","212.4",-99,"1.7324","1.7249","0.0754","1,563.68","30.54","3.06","1,565.26",-99,0.132,0.1315,0.0057,119.11,"1.7324","1.7249","0.0754","1,563.68","30.54","3.06","60.13","59.76","2.62","54,278.30","2,120.00","212.4","911,421.90","13,128.34","0","1,657.10","67,766.90","0","0","0","0","0","0","0","0","69,424.00",51181,9.144,1.3106,0.3632
"6706",6706,"VA","GRS Richmond",51,87,37.5106,-77.37,0,3,1,0.2398,"3","53,575.50","6,303.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","14.47","6.25","0.35","6,129.80","248.4","24.9","106,803.00","8,500.00","0","0","0","0","0","6,303.00","0","0","0","0","0","0",51087,14.475,0.9934,10.0185
"6723",6723,"VA","Low Moor",51,5,37.777,-79.892,0,4,1,6e-04,"82.8","7,610.00","421","0.96","0.69","620.4","53.1","10.6",-99,"4.5552","4.556","3.2764","2,947.20","126.13","25.23","2,957.67",-99,0.252,0.252,0.1813,163.04,"4.5552","4.556","3.2764","2,947.20","126.13","25.23","0.96","0.68","0.69","620.4","53.1","10.6","7,610.00","18,076.01","0","421","0","0","0","0","0","0","0","0","0","421",51005,9.144,1.3106,0.3632
"6775",6775,"VA","Wheelabrator Portsmouth",51,740,36.8083,-76.3036,0,3,1,0.4384,"60","1,621,091.20","230,427.00","306.6","1,653.08","122,443.60","112,772.70","15,038.90",-99,"2.6611","2.7629","14.348","1,062.75","489.41","65.27","1,093.26",-99,0.3783,0.3877,2.0395,151.06,"2.6611","2.7629","14.348","1,062.75","489.41","65.27","1,178.00","538.91","6,351.38","808,651.00","433,288.80","57,781.70","6,228,461.10","7,035.16","0","781.4","0","0","0","121,023.30","0","0","0","108,622.40","0","109,403.80",51740,15.85,0.701,8.23
"6883",6883,"WA","FPL Energy Vansycle LLC (WA)",53,71,46.06,-118.917,0,1,0,0.2598,"176.9","0","402,669.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","402,669.00","0","0","0","0","0",53071,12.1265,1.6025,16.2228
"6993",6993,"WI","AMERESCO Janesville",55,105,42.7083,-89.0208,0,3,1,0.6527,"3","223,630.00","17,152.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","151.4","64.56","0.83","12,834.80","520.2","52.1","223,630.00","13,038.13","0","0","0","0","0","17,152.00","0","0","0","0","0","0",55105,12.497,0.6002,5.014
"7001",7001,"WI","Berlin",55,47,43.9603,-88.9158,0,3,1,0.9746,"2.4","224,025.00","20,490.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","151.66","64.67","0.76","12,857.50","521.1","52.2","224,025.00","10,933.38","0","0","0","0","0","20,490.00","0","0","0","0","0","0",55047,9.144,0.701,10.06
"7021",7021,"WI","Combined Locks",55,87,44.2735,-88.3005,0,2,0,0.6586,"6.2","0","35,768.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","35,768.00","0","0","0","0","0","0","0",55087,16.764,0.4499,2.957
"7051",7051,"WI","Fox Valley Energy Center",55,139,44.189,-88.4685,0,1,1,0.3164,"6.5","97,730.50","18,014.80","16.23","1.88","47.7","6,764.60","901.9",-99,"1.8015","1.7993","0.2082","5.29","375.5","50.06","28.7",-99,0.3321,0.3317,0.0384,0.98,"1.8015","1.7993","0.2082","5.29","375.5","50.06","54.25","22.17","6.27","33,659.00","22,616.30","3,015.30","326,744.00","5,425.00","0","0","150.3","0","0","17,864.50","0","0","0","0","0","150.3",55139,8.321,0.762,10.15
"7054",7054,"WI","Genoa",55,123,43.5589,-91.2325,0,1,1,0.3032,"345.6","9,941,995.20","918,013.00","545.68","2,378.89","1,042,716.10","23,125.10","34,687.60",-99,"1.1888","1.2946","5.1827","2,271.68","25.19","37.79","2,283.92",-99,0.1098,0.1158,0.4786,209.76,"1.1888","1.2946","5.1827","2,271.68","25.19","37.79","545.68","253.07","2,378.89","1,042,716.10","23,125.10","34,687.60","9,941,995.20","10,829.91","913,311.60","4,701.40","0","0","0","0","0","0","0","0","0","918,013.00",55123,9.144,0.6401,9.327
"7056",7056,"WI","Germantown",55,131,43.1952,-88.1496,0,5,1,0.0082,"335.7","389,157.00","24,123.00","70.48","3.38","25,947.80","905.2","90.7",-99,"5.8436","5.2182","0.2803","2,151.29","37.52","3.76","2,153.25",-99,0.3622,0.3514,0.0174,133.35,"5.8436","5.2182","0.2803","2,151.29","37.52","3.76","70.48","54.7","3.38","25,947.80","905.2","90.7","389,157.00","16,132.20","0","6,099.40","18,023.60","0","0","0","0","0","0","0","0","24,123.00",55131,21.4885,1.31995,34.975
"7087",7087,"WI","Mallard Ridge Gas Recovery",55,127,42.6497,-88.7231,0,3,1,0.7746,"2.4","197,936.00","16,286.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","134","57.14","0.67","11,360.20","460.4","46.1","197,936.00","12,153.75","0","0","0","0","0","16,286.00","0","0","0","0","0","0",55127,8.321,0.762,10.15
"7092",7092,"WI","Menomonie",55,33,44.8842,-91.9294,0,2,0,0.2975,"5.4","0","14,075.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","14,075.00","0","0","0","0","0","0","0",55033,5.1816,0.17995,25.405
"7096",7096,"WI","MMSD Jones Island Wastewater",55,79,43.0214,-87.9014,0,5,1,0.089,"48.8","259,162.20","38,042.00","35.77","0.46","15,150.90","603.7","60.6",-99,"1.8804","1.8804","0.024","796.53","15.87","1.59","797.36",-99,0.276,0.276,0.0035,116.92,"1.8804","1.8804","0.024","796.53","15.87","1.59","117.06","63.11","1.5","49,584.00","1,975.70","198.3","848,155.00","6,812.53","0","28.1","38,013.90","0","0","0","0","0","0","0","0","38,042.00",55079,9.144,0.6096,9.144
"7101",7101,"WI","New Badger",55,87,44.2772,-88.2678,0,2,0,0.268,"3.6","0","8,453.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","8,453.00","0","0","0","0","0","0","0",55087,13.6245,0.96495,11.5235
"7121",7121,"WI","Point Beach Nuclear Plant",55,71,44.2806,-87.5369,0,3,0.5,0.852,"1,311.00","8,896.00","9,784,121.50","1.38","0.68","725.2","62.1","12.4",-99,"0.0003","0.0004","0.0001","0.15","0.01","0","0.15",-99,0.31,0.31,0.1532,163.04,"6.5896","9.9603","3.256","3,465.82","148.33","29.67","1.38","0.89","0.68","725.2","62.1","12.4","8,896.00","21,256.87","0","418.5","0","9,783,703.00","0","0","0","0","0","0","0","9,784,121.50",55071,9.967,0.4877,8.565
"7133",7133,"WI","RockGen Energy Center",55,25,42.9767,-89.0492,0,3,1,0.0528,"561","2,826,460.40","259,436.00","43.95","0.85","167,964.70","6,574.30","658.6",-99,"0.3388","0.3323","0.0065","1,294.84","25.34","2.54","1,296.16",-99,0.0311,0.0309,6e-04,118.85,"0.3388","0.3323","0.0065","1,294.84","25.34","2.54","43.95","39.89","0.85","167,964.70","6,574.30","658.6","2,826,460.40","10,894.63","0","0","259,436.00","0","0","0","0","0","0","0","0","259,436.00",55025,9.2202,0.6096,8.931
"7144",7144,"WI","St Croix Falls",55,95,45.4117,-92.6469,0,8,0,0.4959,"23.2","0","100,785.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","100,785.00","0","0","0","0","0","0","0",55095,9.144,0.6096,9.144
"7185",7185,"WV","FirstEnergy Dam 4",54,37,39.4931,-77.8269,0,3,0,0.4459,"1.9","0","7,422.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","7,422.00","0","0","0","0","0","0","0",54037,14.475,0.9934,10.0185
"7188",7188,"WV","FirstEnergy Harrison Power Station",54,33,39.3842,-80.3325,0,3,1,0.5568,"2,052.00","100,863,106.70","10,008,199.00","15,609.34","12,048.77","10,348,557.30","234,607.60","351,911.40",-99,"3.1193","2.9989","2.4078","2,068.02","23.44","35.16","2,079.41",-99,0.3095,0.2947,0.2389,205.2,"3.1193","2.9989","2.4078","2,068.02","23.44","35.16","15,609.34","7,164.65","12,048.77","10,348,557.30","234,607.60","351,911.40","100,863,106.70","10,078.05","9,980,525.50","0","27,673.50","0","0","0","0","0","0","0","0","10,008,199.00",54033,3.048,0.1524,1.951
"7191",7191,"WV","FirstEnergy Rivesville",54,49,39.5314,-80.1131,0,2,1,-0.0016,"109.7","81,909.90","-1,515.00","25.45","22.14","8,404.60","190.5","285.8",-99,"-33.5908","471.2037","-29.2317","-11,095.16","-125.76","-188.64","-11,156.28",-99,0.6213,0.6213,0.5407,205.22,"-33.5908","471.2037","-29.2317","-11,095.16","-125.76","-188.64","25.45","25.45","22.14","8,404.60","190.5","285.8","81,909.90","-54,065.95","-1,330.80","-184.2","0","0","0","0","0","0","0","0","0","-1,515.00",54049,10.363,0.6096,8.412
"7192",7192,"WV","FirstEnergy Willow Island",54,73,39.3672,-81.3,0,2,1,0.0074,"213.2","246,923.40","13,728.00","66.31","185.68","25,561.20","574.3","861.5",-99,"9.6605","8.1337","27.0508","3,723.96","41.84","62.76","3,744.29",-99,0.5371,0.4931,1.5039,207.04,"9.6605","8.1337","27.0508","3,723.96","41.84","62.76","66.31","40.09","185.68","25,561.20","574.3","861.5","246,923.40","17,986.84","13,002.80","0","725.2","0","0","0","0","0","0","0","0","13,728.00",54073,9.6012,0.6349,8.839
"7198",7198,"WV","Kammer",54,51,39.8461,-80.8186,0,3,1,0.286,"712.5","17,977,744.20","1,784,836.00","3,854.41","19,716.64","1,885,501.40","41,816.20","62,724.30",-99,"4.3191","4.5853","22.0935","2,112.80","23.43","35.14","2,124.19",-99,0.4288,0.4259,2.1934,209.76,"4.3191","4.5853","22.0935","2,112.80","23.43","35.14","3,854.41","1,924.90","19,716.64","1,885,501.40","41,816.20","62,724.30","17,977,744.20","10,072.49","1,780,575.40","4,260.60","0","0","0","0","0","0","0","0","0","1,784,836.00",54051,10.272,1.0058,12.145
"7213",7213,"WV","Pinnacle Wind Force LLC",54,57,39.445,-79.03,0,1,0,0.3407,"55.2","0","164,750.00","0","0","0","0","0",-99,"0","0","0","0","0","0","0",-99,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","0","0","0","0","164,750.00","0","0","0","0","0",54057,336.17799,9.14355,32.00244
"7260",7260,"WY","Neil Simpson",56,5,44.2872,-105.3878,0,1,1,0.8081,"21.7","2,180,965.50","153,616.00","250.81","859.62","233,500.60","5,090.30","7,601.60",-99,"3.2654","3.2211","11.1917","3,040.06","33.14","49.48","3,056.09",-99,0.23,0.23,0.7883,214.13,"3.2654","3.2211","11.1917","3,040.06","33.14","49.48","250.81","100.03","859.62","233,500.60","5,090.30","7,601.60","2,180,965.50","14,197.52","153,352.20","263.8","0","0","0","0","0","0","0","0","0","153,616.00",56005,68.27187,4.87656,26.51631
"7285",7285,"WY","Wyodak",56,5,44.2901,-105.3815,0,1,1,0.7959,"362","31,610,752.50","2,524,024.00","3,051.13","2,297.86","3,315,332.30","73,526.60","110,289.90",-99,"2.4177","2.4154","1.8208","2,627.02","29.13","43.7","2,641.18",-99,0.193,0.1907,0.1454,209.76,"2.4177","2.4154","1.8208","2,627.02","29.13","43.7","3,051.13","1,297.94","2,297.86","3,315,332.30","73,526.60","110,289.90","31,610,752.50","12,523.95","2,521,266.10","2,757.90","0","0","0","0","0","0","0","0","0","2,524,024.00",56005,3.048,0.1524,1.951
